id_demand_elec_generated,time_stamp,rto_id,rto_full_name,demand_mwh,mwh_ng,mwh_nuc,mwh_wnd,mwh_sun,mwh_col,mwh_wat,mwh_oil,mwh_oth
DFERCO20260521-23AGG,2026-05-21 23:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",60072,27807,3852,7994,14976,5191,174,,50
DFERCO20260522-00AGG,2026-05-22 00:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",59467,29646,3851,7975,10924,6652,188,,50
DFERCO20260522-01AGG,2026-05-22 01:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",58356,31994,3851,8291,4416,7105,196,,50
DFERCO20260522-02AGG,2026-05-22 02:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",57561,33416,3850,7193,236,7200,195,,50
DFERCO20260522-03AGG,2026-05-22 03:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",56408,32593,3850,7488,1,7038,195,,50
DFERCO20260522-04AGG,2026-05-22 04:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",53826,32713,3851,8063,0,7002,130,,50
DFERCO20260522-05AGG,2026-05-22 05:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",50979,31185,3851,8910,0,6924,106,,50
DFERCO20260522-06AGG,2026-05-22 06:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",48383,29072,3851,9949,0,6114,91,,50
DFERCO20260522-07AGG,2026-05-22 07:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46586,27826,3852,11120,0,5196,89,,50
DFERCO20260522-08AGG,2026-05-22 08:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",45423,26896,3851,11036,0,4994,46,,50
DFERCO20260522-09AGG,2026-05-22 09:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",44768,26011,3852,10784,0,4957,45,,50
DFERCO20260522-10AGG,2026-05-22 10:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",44978,27470,3853,8990,0,5150,45,,50
DFERCO20260522-11AGG,2026-05-22 11:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46202,28365,3854,8037,0,5702,44,,50
DFERCO20260522-12AGG,2026-05-22 12:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",47905,27627,3854,9024,159,5416,44,,50
DFERCO20260522-13AGG,2026-05-22 13:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",49314,25613,3855,8545,5541,5136,46,,50
DFERCO20260522-14AGG,2026-05-22 14:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",51373,21186,3856,6574,16645,4308,46,,50
DFERCO20260522-15AGG,2026-05-22 15:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",54145,19155,3855,5431,24779,4005,47,,50
DFERCO20260522-16AGG,2026-05-22 16:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",57102,19794,3854,5139,28324,3996,47,,50
DFERCO20260522-17AGG,2026-05-22 17:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",60086,21627,3853,4463,29784,4084,47,,50
DFERCO20260522-18AGG,2026-05-22 18:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",62775,22957,3851,3915,30104,4254,47,,50
DFERCO20260522-19AGG,2026-05-22 19:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",65797,25120,3848,3464,29367,4975,49,,50
DFERCO20260522-20AGG,2026-05-22 20:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",68375,27335,3846,3823,28011,5927,90,,50
DFERCO20260522-21AGG,2026-05-22 21:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",70351,28529,3843,4800,27353,6361,90,,50
DFERCO20260522-22AGG,2026-05-22 22:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",71912,28659,3842,7175,26634,6301,90,,50
DFERCO20260522-23AGG,2026-05-22 23:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",72151,28800,3840,10636,23697,6208,107,,50
DFERCO20260523-00AGG,2026-05-23 00:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",70846,29287,3840,13748,17735,6304,108,,50
DFERCO20260523-01AGG,2026-05-23 01:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",68396,32205,3841,15095,6373,7020,123,,50
DFERCO20260523-02AGG,2026-05-23 02:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",66054,32537,3841,15883,359,7072,155,,50
DFERCO20260523-03AGG,2026-05-23 03:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",64031,32053,3842,15541,2,7058,108,,50
DFERCO20260523-04AGG,2026-05-23 04:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",60952,32556,3843,14836,1,7159,100,,50
DFERCO20260523-05AGG,2026-05-23 05:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",57485,30381,3844,16557,1,6736,77,,50
DFERCO20260523-06AGG,2026-05-23 06:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",54327,29817,3844,13165,1,6682,46,,50
DFERCO20260523-07AGG,2026-05-23 07:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",51692,29846,3845,10608,1,7102,45,,50
DFERCO20260523-08AGG,2026-05-23 08:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",49652,30063,3845,8525,1,7236,46,,50
DFERCO20260523-09AGG,2026-05-23 09:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",47982,30038,3845,6726,1,7238,47,,50
DFERCO20260523-10AGG,2026-05-23 10:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",47041,28958,3845,7614,0,6678,90,,50
DFERCO20260523-11AGG,2026-05-23 11:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46556,27814,3846,8665,0,6198,89,,50
DFERCO20260523-12AGG,2026-05-23 12:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46141,27783,3846,7945,77,5924,89,,50
DFERCO20260523-13AGG,2026-05-23 13:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46329,25870,3846,8063,4003,5283,89,,50
DFERCO20260523-14AGG,2026-05-23 14:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",48495,22352,3846,6446,14295,4466,90,,50
DFERCO20260523-15AGG,2026-05-23 15:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",51230,22340,3847,4797,20570,4231,45,,50
DFERCO20260523-16AGG,2026-05-23 16:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",53704,22330,3846,4389,23440,4337,44,,50
DFERCO20260523-17AGG,2026-05-23 17:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",55829,21206,3846,5704,24728,4025,44,,50
DFERCO20260523-18AGG,2026-05-23 18:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",57478,21564,3845,5676,24781,3976,20,,50
DFERCO20260523-19AGG,2026-05-23 19:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",58248,24351,3845,4031,23000,4660,0,,50
DFERCO20260523-20AGG,2026-05-23 20:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",58660,25439,3845,3469,21690,5032,0,,50
DFERCO20260523-21AGG,2026-05-23 21:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",59065,26675,3846,3504,20176,5663,0,,50
DFERCO20260523-22AGG,2026-05-23 22:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",59825,27239,3848,3887,19713,5865,1,,50
DFERCO20260523-23AGG,2026-05-23 23:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",60512,27665,3848,4301,19413,5429,21,,50
DFERCO20260524-00AGG,2026-05-24 00:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",60282,29867,3848,5881,14283,6313,111,,50
DFERCO20260524-01AGG,2026-05-24 01:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",59042,31395,3849,9751,6201,6723,150,,50
DFERCO20260524-02AGG,2026-05-24 02:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",57854,30808,3849,12569,355,6554,151,,50
DFERCO20260524-03AGG,2026-05-24 03:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",56837,29260,3850,14834,0,5868,150,,50
DFERCO20260524-04AGG,2026-05-24 04:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",54386,28618,3851,15009,0,5251,149,,50
DFERCO20260524-05AGG,2026-05-24 05:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",51783,27260,3851,14952,0,5067,131,,50
DFERCO20260524-06AGG,2026-05-24 06:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",49318,25612,3851,14579,0,5048,59,,50
DFERCO20260524-07AGG,2026-05-24 07:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",47077,23677,3851,14893,0,4513,46,,50
DFERCO20260524-08AGG,2026-05-24 08:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",45719,24191,3852,13426,0,4454,45,,50
DFERCO20260524-09AGG,2026-05-24 09:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",44822,25511,3852,10445,0,4681,0,,50
DFERCO20260524-10AGG,2026-05-24 10:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",44207,26907,3852,7944,0,4999,0,,50
DFERCO20260524-11AGG,2026-05-24 11:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",43875,27399,3853,6204,0,5140,2,,50
DFERCO20260524-12AGG,2026-05-24 12:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",43792,27447,3853,5427,171,5274,58,,50
DFERCO20260524-13AGG,2026-05-24 13:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",44685,25570,3854,4533,5489,5035,45,,50
DFERCO20260524-14AGG,2026-05-24 14:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",47227,19459,3854,2987,18026,4291,46,,50
DFERCO20260524-15AGG,2026-05-24 15:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",50399,19266,3854,1778,24731,4099,47,,50
DFERCO20260524-16AGG,2026-05-24 16:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",53566,21037,3854,1503,27529,4480,47,,50
DFERCO20260524-17AGG,2026-05-24 17:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",57078,20501,3853,1167,29611,4429,47,,50
DFERCO20260524-18AGG,2026-05-24 18:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",60456,21396,3853,874,31392,4601,1,,50
DFERCO20260524-19AGG,2026-05-24 19:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",63401,23048,3852,1061,31121,5120,0,,50
DFERCO20260524-20AGG,2026-05-24 20:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",65728,24581,3851,1798,30391,5913,0,,50
DFERCO20260524-21AGG,2026-05-24 21:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",67490,25786,3848,3353,29206,6185,2,,50
DFERCO20260524-22AGG,2026-05-24 22:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",67749,27075,3848,3885,27595,6235,55,,50
DFERCO20260524-23AGG,2026-05-24 23:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",66716,28716,3846,4747,23397,6363,108,,50
DFERCO20260525-00AGG,2026-05-25 00:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",65024,30505,3846,5278,18294,6820,155,,50
DFERCO20260525-01AGG,2026-05-25 01:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",62847,31844,3847,6782,8293,6945,240,,50
DFERCO20260525-02AGG,2026-05-25 02:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",60879,33212,3847,8284,580,6882,240,,55
DFERCO20260525-03AGG,2026-05-25 03:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",59174,32757,3848,10993,1,6767,241,,51
DFERCO20260525-04AGG,2026-05-25 04:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",56549,32683,3848,10674,1,6711,154,,51
DFERCO20260525-05AGG,2026-05-25 05:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",53519,31839,3848,10635,1,6687,134,,51
DFERCO20260525-06AGG,2026-05-25 06:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",50691,30453,3848,9492,1,6485,2,,50
DFERCO20260525-07AGG,2026-05-25 07:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",48428,29418,3848,8398,1,6404,0,,50
DFERCO20260525-08AGG,2026-05-25 08:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46806,28936,3849,7285,1,6470,0,,50
DFERCO20260525-09AGG,2026-05-25 09:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",45713,28596,3850,6671,1,6195,0,,50
DFERCO20260525-10AGG,2026-05-25 10:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",45454,28790,3850,6231,1,6306,0,,50
DFERCO20260525-11AGG,2026-05-25 11:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",45763,29138,3851,5515,1,6464,0,,50
DFERCO20260525-12AGG,2026-05-25 12:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",45903,29214,3852,5244,298,6457,0,,50
DFERCO20260525-13AGG,2026-05-25 13:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46593,25298,3852,4507,8190,5480,1,,50
DFERCO20260525-14AGG,2026-05-25 14:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",49292,19525,3852,2905,22356,4371,47,,50
DFERCO20260525-15AGG,2026-05-25 15:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",52664,19828,3852,2666,27872,4431,47,,50
DFERCO20260525-16AGG,2026-05-25 16:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",56623,20192,3852,3143,30298,4759,47,,50
DFERCO20260525-17AGG,2026-05-25 17:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",60484,21679,3851,3062,29729,5101,60,,50
DFERCO20260525-18AGG,2026-05-25 18:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",63886,23101,3850,2996,29194,5946,93,,50
DFERCO20260525-19AGG,2026-05-25 19:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",66730,24975,3849,3161,28564,6663,94,,50
DFERCO20260525-20AGG,2026-05-25 20:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",68780,26836,3849,3846,28446,6738,93,,50
DFERCO20260525-21AGG,2026-05-25 21:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",69679,27763,3848,4979,27519,6736,92,,50
DFERCO20260525-22AGG,2026-05-25 22:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",69642,27984,3844,6259,25975,6724,94,,50
DFERCO20260525-23AGG,2026-05-25 23:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",69147,28010,3842,7589,24285,6534,119,,50
DFERCO20260526-00AGG,2026-05-26 00:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",67443,29499,3841,8990,18723,6160,154,,50
DFERCO20260526-01AGG,2026-05-26 01:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",65160,32108,3842,10512,7188,6494,242,,50
DFERCO20260526-02AGG,2026-05-26 02:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",63418,32591,3843,12313,359,6514,243,,50
DFERCO20260526-03AGG,2026-05-26 03:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",61345,32821,3845,12322,1,6495,240,,52
DFERCO20260526-04AGG,2026-05-26 04:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",57844,32741,3846,12912,1,6482,150,,55
DFERCO20260526-05AGG,2026-05-26 05:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",54247,30762,3847,13080,1,6459,133,,51
DFERCO20260526-06AGG,2026-05-26 06:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",51227,28559,3848,12408,1,6320,2,,51
DFERCO20260526-07AGG,2026-05-26 07:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",48948,27920,3848,11344,1,6241,0,,51
DFERCO20260526-08AGG,2026-05-26 08:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",47250,27876,3848,10427,1,6334,0,,50
DFERCO20260526-09AGG,2026-05-26 09:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46321,26471,3848,10639,1,5883,0,,50
DFERCO20260526-10AGG,2026-05-26 10:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46398,26115,3848,10626,1,5659,0,,50
DFERCO20260526-11AGG,2026-05-26 11:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",47587,27633,3848,8934,1,6375,0,,50
DFERCO20260526-12AGG,2026-05-26 12:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",49146,28602,3849,7909,300,6984,0,,50
DFERCO20260526-13AGG,2026-05-26 13:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",50800,26850,3849,8241,5639,6392,0,,50
DFERCO20260526-14AGG,2026-05-26 14:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",52800,24792,3849,7390,13430,5314,0,,50
DFERCO20260526-15AGG,2026-05-26 15:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",55154,23741,3848,8031,19441,4987,0,,50
DFERCO20260526-16AGG,2026-05-26 16:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",57643,23572,3847,9783,21334,4634,2,,50
DFERCO20260526-17AGG,2026-05-26 17:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",61009,22914,3847,12305,21542,4461,61,,50
DFERCO20260526-18AGG,2026-05-26 18:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",64173,23742,3846,12591,22390,4617,93,,50
DFERCO20260526-19AGG,2026-05-26 19:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",66661,23580,3843,13379,23131,4968,88,,50
DFERCO20260526-20AGG,2026-05-26 20:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",68515,22501,3840,13868,23876,5203,80,,50
DFERCO20260526-21AGG,2026-05-26 21:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",69079,25694,3838,11501,22297,5947,65,,50
DFERCO20260526-22AGG,2026-05-26 22:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",70031,27637,3836,11538,21148,6341,54,,50
DFERCO20260526-23AGG,2026-05-26 23:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",70269,28779,3836,11837,19427,6455,110,,50
DFERCO20260527-00AGG,2026-05-27 00:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",68708,33325,3836,9553,12664,6834,251,,65
DFERCO20260527-01AGG,2026-05-27 01:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",65912,36136,3837,8624,3778,7204,254,,98
DFERCO20260527-02AGG,2026-05-27 02:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",63208,36753,3837,7159,237,7538,284,,105
DFERCO20260527-03AGG,2026-05-27 03:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",60630,37175,3837,6537,1,7625,261,,105
DFERCO20260527-04AGG,2026-05-27 04:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",56902,37018,3838,6536,1,7589,148,,104
DFERCO20260527-05AGG,2026-05-27 05:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",53834,35546,3839,6384,1,7420,113,,93
DFERCO20260527-06AGG,2026-05-27 06:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",51151,33129,3841,6179,1,7098,113,,85
DFERCO20260527-07AGG,2026-05-27 07:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",49012,32572,3840,5707,1,6819,127,,84
DFERCO20260527-08AGG,2026-05-27 08:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",47614,31646,3841,5803,1,6803,110,,59
DFERCO20260527-09AGG,2026-05-27 09:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46005,30708,3842,5426,2,6816,110,,50
DFERCO20260527-10AGG,2026-05-27 10:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",45583,30595,3843,4371,2,6828,111,,56
DFERCO20260527-11AGG,2026-05-27 11:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46334,30581,3843,4039,2,6842,110,,83
DFERCO20260527-12AGG,2026-05-27 12:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",47837,31011,3843,4063,42,6737,91,,87
DFERCO20260527-13AGG,2026-05-27 13:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",49084,30891,3845,5016,2091,6196,102,,60
DFERCO20260527-14AGG,2026-05-27 14:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",50475,28457,3845,5260,8081,5732,103,,50
DFERCO20260527-15AGG,2026-05-27 15:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",51764,27051,3846,5087,12986,5394,102,,50
DFERCO20260527-16AGG,2026-05-27 16:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",53214,25953,3847,4882,16660,4987,90,,50
DFERCO20260527-17AGG,2026-05-27 17:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",54258,26844,3847,3347,19437,5027,63,,50
DFERCO20260527-18AGG,2026-05-27 18:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",55278,27382,3848,1440,22092,5341,45,,50
DFERCO20260527-19AGG,2026-05-27 19:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",56359,26726,3849,1506,24050,5065,46,,50
DFERCO20260527-20AGG,2026-05-27 20:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",57683,26585,3852,1529,24147,4678,47,,50
DFERCO20260527-21AGG,2026-05-27 21:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",59376,27029,3851,1069,23968,4876,47,,51
DFERCO20260527-22AGG,2026-05-27 22:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",60840,28415,3850,1003,23220,5148,48,,65
DFERCO20260527-23AGG,2026-05-27 23:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",61659,30111,3850,1047,22093,5171,93,,70
DFERCO20260528-00AGG,2026-05-28 00:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",61474,33110,3851,1426,17513,5251,94,,75
DFERCO20260528-01AGG,2026-05-28 01:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",60340,37385,3851,2371,8102,5274,95,,102
DFERCO20260528-02AGG,2026-05-28 02:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",59182,38023,3851,3578,840,5278,127,,117
DFERCO20260528-03AGG,2026-05-28 03:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",58450,37804,3852,5573,172,5266,92,,113
DFERCO20260528-04AGG,2026-05-28 04:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",55502,36131,3851,7954,6,5353,92,,79
DFERCO20260528-05AGG,2026-05-28 05:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",52222,33565,3851,9267,1,5365,60,,70
DFERCO20260528-06AGG,2026-05-28 06:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",49521,30592,3851,10297,1,5179,2,,50
DFERCO20260528-07AGG,2026-05-28 07:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",47594,29298,3852,10079,1,5167,19,,50
DFERCO20260528-08AGG,2026-05-28 08:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46171,28087,3852,9746,1,4963,19,,50
DFERCO20260528-09AGG,2026-05-28 09:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",45321,28197,3852,9029,1,5094,19,,68
DFERCO20260528-10AGG,2026-05-28 10:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",45113,27765,3853,8302,1,4977,18,,70
DFERCO20260528-11AGG,2026-05-28 11:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",46253,29045,3853,7094,1,5253,17,,70
DFERCO20260528-12AGG,2026-05-28 12:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",47820,30198,3853,5837,162,5278,0,,70
DFERCO20260528-13AGG,2026-05-28 13:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",49153,28769,3854,4770,7259,5119,2,,69
DFERCO20260528-14AGG,2026-05-28 14:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",51288,25114,3854,3244,20678,4356,57,,50
DFERCO20260528-15AGG,2026-05-28 15:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",53734,22145,3853,2627,28010,3987,46,,50
DFERCO20260528-16AGG,2026-05-28 16:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",56549,19882,3853,2311,31389,3847,46,,50
DFERCO20260528-17AGG,2026-05-28 17:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",59726,19675,3853,1877,32332,3803,64,,50
DFERCO20260528-18AGG,2026-05-28 18:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",63120,22625,3853,1802,31793,3872,46,,50
DFERCO20260528-19AGG,2026-05-28 19:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",66213,25183,3852,2014,31221,4425,48,,52
DFERCO20260528-20AGG,2026-05-28 20:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",68908,27529,3851,2116,31323,5057,47,,66
DFERCO20260528-21AGG,2026-05-28 21:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",71524,29222,3849,2363,31035,5379,47,,66
DFERCO20260528-22AGG,2026-05-28 22:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",73047,31180,3845,3233,29709,5334,49,,51
DFERCO20260528-23AGG,2026-05-28 23:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",73401,34161,3843,4107,26349,5367,126,,50
DFERCO20260529-00AGG,2026-05-29 00:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",71644,37607,3843,5077,18797,5396,133,,65
DFERCO20260529-01AGG,2026-05-29 01:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",69238,39303,3841,6991,7899,5449,134,,95
DFERCO20260529-02AGG,2026-05-29 02:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",66807,39517,3837,9006,640,5485,133,,103
DFERCO20260529-03AGG,2026-05-29 03:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",65096,37411,3835,12683,1,5519,132,,78
DFERCO20260529-04AGG,2026-05-29 04:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",61884,34974,3835,15426,1,5579,131,,51
DFERCO20260529-05AGG,2026-05-29 05:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",58117,31871,3838,17064,1,5077,66,,50
DFERCO20260529-06AGG,2026-05-29 06:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",54585,28830,3841,17771,1,4460,1,,50
DFERCO20260529-07AGG,2026-05-29 07:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",51916,26834,3840,17853,1,4312,18,,50
DFERCO20260529-08AGG,2026-05-29 08:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",50180,26181,3843,17118,1,4329,18,,50
DFERCO20260529-09AGG,2026-05-29 09:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",49042,25816,3844,15692,1,4285,18,,50
DFERCO20260529-10AGG,2026-05-29 10:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",48821,26996,3845,13302,1,4681,18,,50
DFERCO20260529-11AGG,2026-05-29 11:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",49688,28264,3845,10962,1,5520,18,,51
DFERCO20260529-12AGG,2026-05-29 12:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",50674,29788,3855,8889,292,5721,1,,50
DFERCO20260529-13AGG,2026-05-29 13:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",52441,28521,3916,7956,6119,5710,0,,50
DFERCO20260529-14AGG,2026-05-29 14:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",55248,26673,3970,5192,15363,5465,0,,50
DFERCO20260529-15AGG,2026-05-29 15:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",58480,24687,3973,5384,23980,5190,0,,50
DFERCO20260529-16AGG,2026-05-29 16:00:00,ERCO,"Electric Reliability Council of Texas, Inc.",62116,25348,4062,6493,27026,5009,0,,50
